City,Country,Rental_Company,Car_Category,Daily_Price(USD),Pickup_Location,Date_Collected
Toronto,Canada,Hertz,Economy/Small,36,Airport,2026-03-19
Toronto,Canada,Avis,Economy/Small,34,Airport,2026-03-19
Toronto,Canada,Enterprise,Economy/Small,33,Airport,2026-03-19
Montreal,Canada,Hertz,Economy/Small,25,Airport,2026-03-19
Montreal,Canada,Avis,Economy/Small,26,Airport,2026-03-19
Montreal,Canada,Enterprise,Economy/Small,28,Airport,2026-03-19
New York,USA,Hertz,Economy/Small,49,Airport,2026-03-19
New York,USA,Avis,Economy/Small,46,Airport,2026-03-19
New York,USA,Enterprise,Economy/Small,46,Airport,2026-03-19
Los Angeles,USA,Hertz,Economy/Small,85,Airport,2026-03-19
Los Angeles,USA,Avis,Economy/Small,84,Airport,2026-03-19
Los Angeles,USA,Enterprise,Economy/Small,89,Airport,2026-03-19
Miami,USA,Hertz,Economy/Small,37,Airport,2026-03-19
Miami,USA,Avis,Economy/Small,37,Airport,2026-03-19
Miami,USA,Enterprise,Economy/Small,41,Airport,2026-03-19
Vancouver,Canada,Hertz,Economy/Small,29,Airport,2026-03-20
Vancouver,Canada,Avis,Economy/Small,30,Airport,2026-03-20
Vancouver,Canada,Enterprise,Economy/Small,35,Airport,2026-03-20
Toronto,Canada,Hertz,Economy/Small,36,Airport,2026-03-20
Toronto,Canada,Avis,Economy/Small,36,Airport,2026-03-20
Toronto,Canada,Enterprise,Economy/Small,36,Airport,2026-03-20
Montreal,Canada,Hertz,Economy/Small,25,Airport,2026-03-20
Montreal,Canada,Avis,Economy/Small,26,Airport,2026-03-20
Montreal,Canada,Enterprise,Economy/Small,25,Airport,2026-03-20
New York,USA,Hertz,Economy/Small,51,Airport,2026-03-20
New York,USA,Avis,Economy/Small,48,Airport,2026-03-20
New York,USA,Enterprise,Economy/Small,51,Airport,2026-03-20
Los Angeles,USA,Hertz,Economy/Small,92,Airport,2026-03-20
Los Angeles,USA,Avis,Economy/Small,89,Airport,2026-03-20
Los Angeles,USA,Enterprise,Economy/Small,94,Airport,2026-03-20
Miami,USA,Hertz,Economy/Small,29,Airport,2026-03-20
Miami,USA,Avis,Economy/Small,31,Airport,2026-03-20
Miami,USA,Enterprise,Economy/Small,32,Airport,2026-03-20
Vancouver,Canada,Hertz,Economy/Small,40,Airport,2026-03-21
Vancouver,Canada,Avis,Economy/Small,40,Airport,2026-03-21
Vancouver,Canada,Enterprise,Economy/Small,40,Airport,2026-03-21
Toronto,Canada,Hertz,Economy/Small,39,Airport,2026-03-21
Toronto,Canada,Avis,Economy/Small,41,Airport,2026-03-21
Toronto,Canada,Enterprise,Economy/Small,42,Airport,2026-03-21
Montreal,Canada,Hertz,Economy/Small,28,Airport,2026-03-21
Montreal,Canada,Avis,Economy/Small,33,Airport,2026-03-21
Montreal,Canada,Enterprise,Economy/Small,36,Airport,2026-03-21
New York,USA,Hertz,Economy/Small,55,Airport,2026-03-21
New York,USA,Avis,Economy/Small,57,Airport,2026-03-21
New York,USA,Enterprise,Economy/Small,59,Airport,2026-03-21
Los Angeles,USA,Hertz,Economy/Small,98,Airport,2026-03-21
Los Angeles,USA,Avis,Economy/Small,97,Airport,2026-03-21
Los Angeles,USA,Enterprise,Economy/Small,102,Airport,2026-03-21
Miami,USA,Hertz,Economy/Small,39,Airport,2026-03-21
Miami,USA,Avis,Economy/Small,41,Airport,2026-03-21
Miami,USA,Enterprise,Economy/Small,43,Airport,2026-03-21
Vancouver,Canada,Hertz,Economy/Small,40,Airport,2026-03-22
Vancouver,Canada,Avis,Economy/Small,39,Airport,2026-03-22
Vancouver,Canada,Enterprise,Economy/Small,42,Airport,2026-03-22
Toronto,Canada,Hertz,Economy/Small,36,Airport,2026-03-22
Toronto,Canada,Avis,Economy/Small,37,Airport,2026-03-22
Toronto,Canada,Enterprise,Economy/Small,43,Airport,2026-03-22
Montreal,Canada,Hertz,Economy/Small,25,Airport,2026-03-22
Montreal,Canada,Avis,Economy/Small,26,Airport,2026-03-22
Montreal,Canada,Enterprise,Economy/Small,28,Airport,2026-03-22
New York,USA,Hertz,Economy/Small,53,Airport,2026-03-22
New York,USA,Avis,Economy/Small,49,Airport,2026-03-22
New York,USA,Enterprise,Economy/Small,52,Airport,2026-03-22
Los Angeles,USA,Hertz,Economy/Small,92,Airport,2026-03-22
Los Angeles,USA,Avis,Economy/Small,92,Airport,2026-03-22
Los Angeles,USA,Enterprise,Economy/Small,96,Airport,2026-03-22
Miami,USA,Hertz,Economy/Small,34,Airport,2026-03-22
Miami,USA,Avis,Economy/Small,35,Airport,2026-03-22
Miami,USA,Enterprise,Economy/Small,40,Airport,2026-03-22
Vancouver,Canada,Hertz,Economy/Small,33,Airport,2026-03-23
Vancouver,Canada,Avis,Economy/Small,35,Airport,2026-03-23
Vancouver,Canada,Enterprise,Economy/Small,35,Airport,2026-03-23
Toronto,Canada,Hertz,Economy/Small,37,Airport,2026-03-23
Toronto,Canada,Avis,Economy/Small,37,Airport,2026-03-23
Toronto,Canada,Enterprise,Economy/Small,38,Airport,2026-03-23
Montreal,Canada,Hertz,Economy/Small,25,Airport,2026-03-23
Montreal,Canada,Avis,Economy/Small,30,Airport,2026-03-23
Montreal,Canada,Enterprise,Economy/Small,27,Airport,2026-03-23
New York,USA,Hertz,Economy/Small,51,Airport,2026-03-23
New York,USA,Avis,Economy/Small,48,Airport,2026-03-23
New York,USA,Enterprise,Economy/Small,52,Airport,2026-03-23
Los Angeles,USA,Hertz,Economy/Small,93,Airport,2026-03-23
Los Angeles,USA,Avis,Economy/Small,93,Airport,2026-03-23
Los Angeles,USA,Enterprise,Economy/Small,98,Airport,2026-03-23
Miami,USA,Hertz,Economy/Small,39,Airport,2026-03-23
Miami,USA,Avis,Economy/Small,37,Airport,2026-03-23
Miami,USA,Enterprise,Economy/Small,39,Airport,2026-03-23
Vancouver,Canada,Hertz,Economy/Small,29,Airport,2026-03-24
Vancouver,Canada,Avis,Economy/Small,29,Airport,2026-03-24
Vancouver,Canada,Enterprise,Economy/Small,37,Airport,2026-03-24
Toronto,Canada,Hertz,Economy/Small,31,Airport,2026-03-24
Toronto,Canada,Avis,Economy/Small,34,Airport,2026-03-24
Toronto,Canada,Enterprise,Economy/Small,34,Airport,2026-03-24
Montreal,Canada,Hertz,Economy/Small,25,Airport,2026-03-24
Montreal,Canada,Avis,Economy/Small,25,Airport,2026-03-24
Montreal,Canada,Enterprise,Economy/Small,29,Airport,2026-03-24
New York,USA,Hertz,Economy/Small,45,Airport,2026-03-24
New York,USA,Avis,Economy/Small,46,Airport,2026-03-24
New York,USA,Enterprise,Economy/Small,50,Airport,2026-03-24
Los Angeles,USA,Hertz,Economy/Small,84,Airport,2026-03-24
Los Angeles,USA,Avis,Economy/Small,91,Airport,2026-03-24
Los Angeles,USA,Enterprise,Economy/Small,89,Airport,2026-03-24
Miami,USA,Hertz,Economy/Small,37,Airport,2026-03-24
Miami,USA,Avis,Economy/Small,33,Airport,2026-03-24
Miami,USA,Enterprise,Economy/Small,36,Airport,2026-03-24
Vancouver,Canada,Hertz,Economy/Small,32,Airport,2026-03-25
Vancouver,Canada,Avis,Economy/Small,34,Airport,2026-03-25
Vancouver,Canada,Enterprise,Economy/Small,34,Airport,2026-03-25
Toronto,Canada,Hertz,Economy/Small,34,Airport,2026-03-25
Toronto,Canada,Avis,Economy/Small,34,Airport,2026-03-25
Toronto,Canada,Enterprise,Economy/Small,34,Airport,2026-03-25
Montreal,Canada,Hertz,Economy/Small,25,Airport,2026-03-25
Montreal,Canada,Avis,Economy/Small,28,Airport,2026-03-25
Montreal,Canada,Enterprise,Economy/Small,26,Airport,2026-03-25
New York,USA,Hertz,Economy/Small,52,Airport,2026-03-25
New York,USA,Avis,Economy/Small,47,Airport,2026-03-25
New York,USA,Enterprise,Economy/Small,49,Airport,2026-03-25
Los Angeles,USA,Hertz,Economy/Small,88,Airport,2026-03-25
Los Angeles,USA,Avis,Economy/Small,91,Airport,2026-03-25
Los Angeles,USA,Enterprise,Economy/Small,91,Airport,2026-03-25
Miami,USA,Hertz,Economy/Small,34,Airport,2026-03-25
Miami,USA,Avis,Economy/Small,40,Airport,2026-03-25
Miami,USA,Enterprise,Economy/Small,39,Airport,2026-03-25
Vancouver,Canada,Hertz,Economy/Small,32,Airport,2026-03-26
Vancouver,Canada,Avis,Economy/Small,35,Airport,2026-03-26
Vancouver,Canada,Enterprise,Economy/Small,40,Airport,2026-03-26
Toronto,Canada,Hertz,Economy/Small,31,Airport,2026-03-26
Toronto,Canada,Avis,Economy/Small,31,Airport,2026-03-26
Toronto,Canada,Enterprise,Economy/Small,39,Airport,2026-03-26
Montreal,Canada,Hertz,Economy/Small,25,Airport,2026-03-26
Montreal,Canada,Avis,Economy/Small,26,Airport,2026-03-26
Montreal,Canada,Enterprise,Economy/Small,30,Airport,2026-03-26
New York,USA,Hertz,Economy/Small,50,Airport,2026-03-26
New York,USA,Avis,Economy/Small,53,Airport,2026-03-26
New York,USA,Enterprise,Economy/Small,49,Airport,2026-03-26
Los Angeles,USA,Hertz,Economy/Small,87,Airport,2026-03-26
Los Angeles,USA,Avis,Economy/Small,91,Airport,2026-03-26
Los Angeles,USA,Enterprise,Economy/Small,90,Airport,2026-03-26
Miami,USA,Hertz,Economy/Small,37,Airport,2026-03-26
Miami,USA,Avis,Economy/Small,33,Airport,2026-03-26
Miami,USA,Enterprise,Economy/Small,38,Airport,2026-03-26
Vancouver,Canada,Hertz,Economy/Small,27,Airport,2026-03-27
Vancouver,Canada,Avis,Economy/Small,30,Airport,2026-03-27
Vancouver,Canada,Enterprise,Economy/Small,33,Airport,2026-03-27
Toronto,Canada,Hertz,Economy/Small,35,Airport,2026-03-27
Toronto,Canada,Avis,Economy/Small,39,Airport,2026-03-27
Toronto,Canada,Enterprise,Economy/Small,36,Airport,2026-03-27
Montreal,Canada,Hertz,Economy/Small,30,Airport,2026-03-27
Montreal,Canada,Avis,Economy/Small,27,Airport,2026-03-27
Montreal,Canada,Enterprise,Economy/Small,26,Airport,2026-03-27
New York,USA,Hertz,Economy/Small,51,Airport,2026-03-27
New York,USA,Avis,Economy/Small,51,Airport,2026-03-27
New York,USA,Enterprise,Economy/Small,53,Airport,2026-03-27
Los Angeles,USA,Hertz,Economy/Small,96,Airport,2026-03-27
Los Angeles,USA,Avis,Economy/Small,91,Airport,2026-03-27
Los Angeles,USA,Enterprise,Economy/Small,93,Airport,2026-03-27
Miami,USA,Hertz,Economy/Small,31,Airport,2026-03-27
Miami,USA,Avis,Economy/Small,32,Airport,2026-03-27
Miami,USA,Enterprise,Economy/Small,37,Airport,2026-03-27
Vancouver,Canada,Hertz,Economy/Small,40,Airport,2026-03-28
Vancouver,Canada,Avis,Economy/Small,38,Airport,2026-03-28
Vancouver,Canada,Enterprise,Economy/Small,43,Airport,2026-03-28
Toronto,Canada,Hertz,Economy/Small,41,Airport,2026-03-28
Toronto,Canada,Avis,Economy/Small,40,Airport,2026-03-28
Toronto,Canada,Enterprise,Economy/Small,42,Airport,2026-03-28
Montreal,Canada,Hertz,Economy/Small,30,Airport,2026-03-28
Montreal,Canada,Avis,Economy/Small,25,Airport,2026-03-28
Montreal,Canada,Enterprise,Economy/Small,32,Airport,2026-03-28
New York,USA,Hertz,Economy/Small,49,Airport,2026-03-28
New York,USA,Avis,Economy/Small,53,Airport,2026-03-28
New York,USA,Enterprise,Economy/Small,51,Airport,2026-03-28
Los Angeles,USA,Hertz,Economy/Small,90,Airport,2026-03-28
Los Angeles,USA,Avis,Economy/Small,91,Airport,2026-03-28
Los Angeles,USA,Enterprise,Economy/Small,94,Airport,2026-03-28
Miami,USA,Hertz,Economy/Small,44,Airport,2026-03-28
Miami,USA,Avis,Economy/Small,42,Airport,2026-03-28
Miami,USA,Enterprise,Economy/Small,45,Airport,2026-03-28
